Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?) if (.*),Fertilization may occur if sperm reach the egg while it is passing through the fallopian tube.,Fertilization may occur,sperm reach the egg while it is passing through the fallopian tube.
(.*?)(?:by|through) (.*),"As it travels, it divides many times by mitosis.","As it travels, it divides many times ",mitosis.
(.*?)(?:by|through) (.*),You can watch the process of fertilization and the development of a baby until birth in this amazing video:  ,You can watch the process of fertilization and the development of a ba,until birth in this amazing video:  
(.*?) so (.*),"Birth typically occurs at about 38 weeks after fertilization, so the fetal period generally lasts about 30 weeks.","Birth typically occurs at about 38 weeks after fertilization,",the fetal period generally lasts about 30 weeks.
(.*?)(?:by|through) (.*),"By the 38th week, the fetus is fully developed and ready to be born.",,"the 38th week, the fetus is fully developed and ready to be born."
(.*?) for (.*),Wastes from the fetus also must be removed in order for it to survive.,Wastes from the fetus also must be removed in order,it to survive.
(.*?)(?:by|through) (.*),The exchange of these substances between the mother and fetus occurs through the placenta.,The exchange of these substances between the mother and fetus occurs ,the placenta.
(.*?)(?:by|through) (.*),The maternal and fetal vessels are close together but separated by tiny spaces.,The maternal and fetal vessels are close together but separated ,tiny spaces.
(.*?)(?:by|through) (.*),The fetus is connected to the placenta through the umbilical cord.,The fetus is connected to the placenta ,the umbilical cord.
(.*?)(?:by|through) (.*),Blood from the fetus enters the placenta through the umbilical arteries.,Blood from the fetus enters the placenta ,the umbilical arteries.
(.*?)(?:by|through) (.*),Then it travels back to the fetus through the umbilical vein.,Then it travels back to the fetus ,the umbilical vein.
(.*?) as (.*),"She must avoid toxic substances such as alcohol, which can damage the developing offspring.",She must avoid toxic substances such,"alcohol, which can damage the developing offspring."
(.*?) for (.*),She also must provide all the nutrients and other substances needed for normal growth and development.,She also must provide all the nutrients and other substances needed,normal growth and development.
(.*?) because (.*),Most nutrients are needed in greater amounts by a pregnant woman because she is literally eating for two people.,Most nutrients are needed in greater amounts by a pregnant woman,she is literally eating for two people.
(.*?) for (.*),Thats why its important for a woman to eat plenty of nutritious foods during pregnancy.,Thats why its important,a woman to eat plenty of nutritious foods during pregnancy.
(.*?)(?:by|through) (.*),"With the mothers help, the contractions eventually push the fetus out of the uterus and through the vagina.","With the mothers help, the contractions eventually push the fetus out of the uterus and ",the vagina.
(.*?) so (.*),"Without this connection to the placenta, the baby cant exchange gases, so carbon dioxide quickly builds up in the babys blood.","Without this connection to the placenta, the baby cant exchange gases,",carbon dioxide quickly builds up in the babys blood.
(.*?)(?:by|through) (.*),The embryonic stage lasts from the end of the first week following fertilization through the end of the eighth week.,The embryonic stage lasts from the end of the first week following fertilization ,the end of the eighth week.
(.*?)(?:by|through) (.*),"By the end of week eight, the embryo is about 30 millimeters (just over 1 inch) in length.",,"the end of week eight, the embryo is about 30 millimeters (just over 1 inch) in length."
(.*?) as (.*),"During the toddler stage, growth is still very rapid, but not as rapid as it was during infancy.","During the toddler stage, growth is still very rapid, but not",rapid as it was during infancy.
(.*?)(?:by|through) (.*),"By the age of 3 years, most children can run and climb steps.",,"the age of 3 years, most children can run and climb steps."
(.*?)(?:by|through) (.*),"By the age of 6 years, children start losing their baby teeth.",,"the age of 6 years, children start losing their baby teeth."
(.*?)(?:by|through) (.*),Most children have started school by this age.,Most children have started school ,this age.
(.*?) as (.*),"For the first year after birth, a baby is referred to as an infant.","For the first year after birth, a baby is referred to",an infant.
(.*?)(?:by|through) (.*),"Teens may become physically mature by the age 16 years, but they are not adults in a legal sense until they are older.",Teens may become physically mature ,"the age 16 years, but they are not adults in a legal sense until they are older."
(.*?) as (.*),"For example, they develop the ability to understand abstract ideas, such as honesty and freedom.","For example, they develop the ability to understand abstract ideas, such",honesty and freedom.
(.*?) as (.*),They usually get better at problem solving as well.,They usually get better at problem solving,well.
(.*) due to (.*),This is at least partly due to their changing hormone levels.,This is at least partly,their changing hormone levels.
(.*?) so (.*),"In addition, boys generally start puberty later than girls, so they have a longer period of childhood growth.","In addition, boys generally start puberty later than girls,",they have a longer period of childhood growth.
(.*?)(?:by|through) (.*),"For all these reasons, by the end of puberty, the average height of boys is 10 centimeters (about 4 inches) greater than the average height of girls.","For all these reasons, ","the end of puberty, the average height of boys is 10 centimeters (about 4 inches) greater than the average height of girls."
(.*?)(?:by|through) (.*),"During infancy, a baby grows very quickly.","During infancy, a ba",grows very quickly.
(.*?)(?:by|through) (.*),The babys length typically doubles and her weight triples by her first birthday.,The babys length typically doubles and her weight triples ,her first birthday.
(.*?)(?:by|through) (.*),"The baby starts noticing people and grabbing toys and other objects The baby teeth start to come in, usually by 6 months of age.",The ba,"starts noticing people and grabbing toys and other objects The baby teeth start to come in, usually by 6 months of age."
(.*?)(?:by|through) (.*),The baby begins making babbling sounds.,The ba,begins making babbling sounds.
(.*?) as (.*),"By the end of the first year, the baby may be saying a few words, such as Mama and Dada.","By the end of the first year, the baby may be saying a few words, such",Mama and Dada.
(.*?)(?:by|through) (.*),"The baby learns to sit, crawl, and stand.",The ba,"learns to sit, crawl, and stand."
(.*?)(?:by|through) (.*),"By the end of the first year, the baby may be starting to walk.",,"the end of the first year, the baby may be starting to walk."
(.*?) for (.*),"This frees up their time for hobbies, grandchildren, or other interests.",This frees up their time,"hobbies, grandchildren, or other interests."
(.*?) as (.*),Their immune system also doesnt work as well as it used to.,Their immune system also doesnt work,well as it used to.
(.*) (?:lead|leads|led) to (.*),"As a result, common diseases like the flu may become more serious and even lead to death.","As a result, common diseases like the flu may become more serious and even",death.
(.*?) as (.*),"The majority of late adults develop arthritis, and as many as one in four develop Alzheimers disease.","The majority of late adults develop arthritis, and",many as one in four develop Alzheimers disease.
(.*?) as (.*),"Despite problems such as these, many people remain healthy and active into their 80s and even 90s.",Despite problems such,"these, many people remain healthy and active into their 80s and even 90s."
(.*?)(?:by|through) (.*),It may be caused by soap or bubble bath.,It may be caused ,soap or bubble bath.
(.*?) (?:concern|concerns|concerned|require|requires|required|request|requests|requested) (.*),"However, some cysts may be painful and require surgery.","However, some cysts may be painful and",surgery.
(.*?) for (.*),This is usually normal and not a cause for concern.,This is usually normal and not a cause,concern.
(.*?) as (.*),Breast cancer is rare in teens but becomes more common as females get older.,Breast cancer is rare in teens but becomes more common,females get older.
(.*?) for (.*),Regular screening is recommended for most women starting around age 40.,Regular screening is recommended,most women starting around age 40.
(.*?)(?:by|through) (.*),Several STIs are caused by viruses.,Several STIs are caused ,viruses.
(.*?) for (.*),"Other drugs may help control the symptoms of viral STIs, but the infections usually last for life.","Other drugs may help control the symptoms of viral STIs, but the infections usually last",life.
(.*?)(?:by|through) (.*),Genital herpes is a common STI caused by a herpes virus.,Genital herpes is a common STI caused ,a herpes virus.
(.*?) for (.*),"There is no cure for genital herpes, but medicines can help prevent or shorten outbreaks.",There is no cure,"genital herpes, but medicines can help prevent or shorten outbreaks."
(.*?)(?:by|through) (.*),Acquired Immunodeficiency Syndrome (AIDS) is caused by human immunodeficiency virus (HIV).,Acquired Immunodeficiency Syndrome (AIDS) is caused ,human immunodeficiency virus (HIV).
(.*?) if (.*),AIDS develops if the number of lymphocytes drops to a very low level.,AIDS develops,the number of lymphocytes drops to a very low level.
(.*?) as (.*),People with AIDS come down with diseasessuch as certain rare cancersthat almost never occur in people with a healthy immune system.,People with AIDS come down with diseasessuch,certain rare cancersthat almost never occur in people with a healthy immune system.
(.*?) for (.*),The vaccine is recommended for boys and girls starting at 11 or 12 years of age.,The vaccine is recommended,boys and girls starting at 11 or 12 years of age.
(.*?) because (.*),Its important to prevent HPV infections because they may lead to cancer later in life.,Its important to prevent HPV infections,they may lead to cancer later in life.
(.*) reason (.*?) (?:that|because) (.*),One reason is that young people are more likely to engage in risky behaviors.,One,is,young people are more likely to engage in risky behaviors.
(.*)if (.*?) then (.*),"If you are sexually active with just one person, then you cant get STIs.",,"you are sexually active with just one person,",you cant get STIs.
(.*)if (.*?) then (.*),"If you dont have any symptoms, then you dont have an STI.",,"you dont have any symptoms,",you dont have an STI.
(.*?) because (.*),"Getting STIs is no big deal, because they can be cured with medicines.","Getting STIs is no big deal,",they can be cured with medicines.
(.*?)(?:by|through) (.*),A sexually transmitted infection (STI) is a disease that spreads mainly through sexual contact.,A sexually transmitted infection (STI) is a disease that spreads mainly ,sexual contact.
(.*?)(?:by|through) (.*),STIs are caused by pathogens that enter the body through the reproductive organs.,STIs are caused ,pathogens that enter the body through the reproductive organs.
(.*?) as (.*),Many STIs also spread through body fluids such as blood.,Many STIs also spread through body fluids such,blood.
(.*?)(?:by|through) (.*),A number of STIs are caused by bacteria.,A number of STIs are caused ,bacteria.
(.*?) so (.*),"However, some people with bacterial STIs may not have symptoms so they fail to get treatment.","However, some people with bacterial STIs may not have symptoms",they fail to get treatment.
(.*) (?:lead|leads|led) to (.*),"Left untreated, these infections may damage reproductive organs and lead to an inability to have children.","Left untreated, these infections may damage reproductive organs and",an inability to have children.
(.*?)(?:by|through) (.*),This is followed a few months later by a rash and flu-like symptoms.,This is followed a few months later ,a rash and flu-like symptoms.
(.*?) as (.*),This includes contact with blood or dirty needles as well as sexual activity.,This includes contact with blood or dirty needles,well as sexual activity.
(.*?) if (.*),This is a very dangerous condition that may occur if tampons are left in too long.,This is a very dangerous condition that may occur,tampons are left in too long.
(.*?) if (.*),"If you are a boy, wear a protective cup if you play a contact sport.","If you are a boy, wear a protective cup",you play a contact sport.
(.*?)(?:by|through) (.*),You can learn how by watching this video:  ,You can learn how ,watching this video:  
(.*?) as (.*),They include all the organisms that live there as well as the remains of dead organisms.,They include all the organisms that live there,well as the remains of dead organisms.
(.*?) as (.*),"They include factors such as sunlight, minerals in soil, temperature, and moisture.",They include factors such,"sunlight, minerals in soil, temperature, and moisture."
(.*?) for (.*),Population density is the average number of individuals in a population for a given area.,Population density is the average number of individuals in a population,a given area.
(.*?) as (.*),"Different patterns characterize different species and types of environments, as you can read in the figure.","Different patterns characterize different species and types of environments,",you can read in the figure.
(.*?)(?:by|through) (.*),"By 10,000 years ago, the first human beings colonized the Americas.",,"10,000 years ago, the first human beings colonized the Americas."
(.*?) so (.*),"Birth rates were fairly high but so were death rates, producing low rates of population growth.",Birth rates were fairly high but,"were death rates, producing low rates of population growth."
(.*?) for (.*),It also allowed people to settle down in villages and cities for the first time.,It also allowed people to settle down in villages and cities,the first time.
(.*?) because (.*),Birth rates went up because there was more food and settled life had other advantages.,Birth rates went up,there was more food and settled life had other advantages.
(.*) because of (.*?) that (.*),Death rates also rose because of crowded living conditions and diseases that spread from domestic animals.,Death rates also rose,crowded living conditions and diseases,spread from domestic animals.
(.*?)(?:by|through) (.*),"Because the higher birth rates were matched by higher death rates, the human population continued to grow very slowly.",Because the higher birth rates were matched ,"higher death rates, the human population continued to grow very slowly."
(.*?) as (.*),"However, as the population grew larger, it started to grow more rapidly.","However,","the population grew larger, it started to grow more rapidly."
(.*?) as (.*),"Just as they did in Europe and North America, death rates have fallen throughout the world.",Just,"they did in Europe and North America, death rates have fallen throughout the world."
(.*?) because (.*),They have high population growth rates because low death rates are not matched by equally low birth rates.,They have high population growth rates,low death rates are not matched by equally low birth rates.
(.*?) as (.*),These changes in death and birth rates affected the rate of population growth and are referred to as the demographic transition.,These changes in death and birth rates affected the rate of population growth and are referred to,the demographic transition.
(.*?)(?:by|through) (.*),You can learn more about the stages by watching this video: http://education-portal.com/academy/lesson/what-is-d,You can learn more about the stages ,watching this video: http://education-portal.com/academy/lesson/what-is-d
(.*?) so (.*),"In Stage 1, both birth and death rates were high so population growth was slow.","In Stage 1, both birth and death rates were high",population growth was slow.
(.*?) because (.*),People started having fewer children because large families became too expensive.,People started having fewer children,large families became too expensive.
(.*?) as (.*),"For example, with better farming machines, farm families no longer needed as many children to work in the fields.","For example, with better farming machines, farm families no longer needed",many children to work in the fields.
(.*?) (?:concern|concerns|concerned|require|requires|required|request|requests|requested) (.*),Laws were also passed that required children to go to school.,Laws were also passed that,children to go to school.
(.*?)(?:by|through) (.*),Individuals may be added to a population through births and the migration of individuals into the population.,Individuals may be added to a population ,births and the migration of individuals into the population.
(.*?)(?:by|through) (.*),Individuals may be lost from a population through deaths and the migration of individuals out of the population.,Individuals may be lost from a population ,deaths and the migration of individuals out of the population.
(.*?) because (.*),A positive growth rate means that the population is increasing in size because more people are being added than lost.,A positive growth rate means that the population is increasing in size,more people are being added than lost.
(.*?) because (.*),A negative growth rate means that the population is decreasing in size because more people are being lost than added.,A negative growth rate means that the population is decreasing in size,more people are being lost than added.
(.*?) for (.*),"However, it cant continue for very long.","However, it cant continue",very long.
(.*?) as (.*),The rate of growth tapers off as the population size approaches its carrying capacity.,The rate of growth tapers off,the population size approaches its carrying capacity.
(.*?) because (.*),"This is because only individuals of certain ages are able to reproduce, and because individuals of certain ages may be more likely to die.",This is,"only individuals of certain ages are able to reproduce, and because individuals of certain ages may be more likely to die."
(.*?) if (.*),"For example, if there are many individuals of reproductive age, there are likely to be many births, causing the population to grow rapidly.","For example,","there are many individuals of reproductive age, there are likely to be many births, causing the population to grow rapidly."
(.*?) because (.*),The graph in the figure actually has a pyramid shape because the bars become narrower from younger to older ages.,The graph in the figure actually has a pyramid shape,the bars become narrower from younger to older ages.
(.*?) for (.*),"In some populations, for example, there may be more people at older than younger ages, resulting in a top-heavy population pyramid.","In some populations,","example, there may be more people at older than younger ages, resulting in a top-heavy population pyramid."
(.*?)(?:by|through) (.*),"At this rate, the human population will pass 9 billion by 2050.","At this rate, the human population will pass 9 billion ",2050.
(.*) (?:lead|leads|led) to (.*),"It could also lead to devastating outbreaks of disease, starvation, and war.",It could also,"devastating outbreaks of disease, starvation, and war."
(.*?) so (.*),"To solve these problems, two approaches may be needed: Slow down human population growth so there are fewer people.","To solve these problems, two approaches may be needed: Slow down human population growth",there are fewer people.
(.*) so that (.*),Distribute Earths resources more fairly so that everyone has enough.,Distribute Earths resources more fairly,everyone has enough.
(.*?) for (.*),"Otherwise, the planet may be ruined for future generations of human beings and other species.","Otherwise, the planet may be ruined",future generations of human beings and other species.
(.*?) so (.*),Only the top 200 meters or so of water receive enough sunlight for photosynthesis.,Only the top 200 meters or,of water receive enough sunlight for photosynthesis.
(.*?) for (.*),"Below 200 meters, there is too little sunlight for photosynthesis to take place.","Below 200 meters, there is too little sunlight",photosynthesis to take place.
(.*?)(?:by|through) (.*),"It may be made by chemosynthesis, in which microorganisms use energy in chemicals instead of sunlight to make food.",It may be made ,"chemosynthesis, in which microorganisms use energy in chemicals instead of sunlight to make food."
(.*?) as (.*),"They include both freshwater biomes, such as rivers and lakes, and marine biomes, which are salt-water biomes in the ocean.","They include both freshwater biomes, such","rivers and lakes, and marine biomes, which are salt-water biomes in the ocean."
(.*?)(?:by|through) (.*),Phytoplankton consist of microscopic bacteria and tiny algae that make food by photosynthesis.,Phytoplankton consist of microscopic bacteria and tiny algae that make food ,photosynthesis.
(.*?)(?:by|through) (.*),"Unlike terrestrial biomes, which are determined mainly by temperature and moisture, aquatic biomes are determined mainly by sunlight and dissolved substances in the water.","Unlike terrestrial biomes, which are determined mainly ","temperature and moisture, aquatic biomes are determined mainly by sunlight and dissolved substances in the water."
(.*?)(?:by|through) (.*),You can learn more about these and other terrestrial biomes by watching this video:  ,You can learn more about these and other terrestrial biomes ,watching this video:  
(.*?) for (.*),They make food for themselves and other organisms by photosynthesis.,They make food,themselves and other organisms by photosynthesis.
(.*?) as (.*),"The types of organisms found in these ocean zones are also determined by such factors as depth of water and distance from shore, among other factors.",The types of organisms found in these ocean zones are also determined by such factors,"depth of water and distance from shore, among other factors."
(.*?)(?:by|through) (.*),This is the narrow strip along a coastline that is covered by water at high tide and exposed to air at low tide.,This is the narrow strip along a coastline that is covered ,water at high tide and exposed to air at low tide.
(.*?) for (.*),They must have adaptations for the constantly changing conditions in this zone.,They must have adaptations,the constantly changing conditions in this zone.
(.*?)(?:by|through) (.*),It is further divided by depth: The top 200 meters of water is the photic zone.,It is further divided ,depth: The top 200 meters of water is the photic zone.
(.*?) as (.*),"They include zooplankton and animals such as fish, whales, and dolphins.",They include zooplankton and animals such,"fish, whales, and dolphins."
(.*) based on (.*),Water in a lake generally forms three different zones based on water depth and distance from shore.,Water in a lake generally forms three different zones,water depth and distance from shore.
(.*?) for (.*),There is adequate light for photosynthesis and plenty of dissolved oxygen and nutrients.,There is adequate light,photosynthesis and plenty of dissolved oxygen and nutrients.
(.*?) for (.*),There is enough light for photosynthesis and plenty of dissolved oxygen.,There is enough light,photosynthesis and plenty of dissolved oxygen.
(.*?) as (.*),"However, dissolved nutrients tend not to be as plentiful as they are in the littoral zone.","However, dissolved nutrients tend not to be",plentiful as they are in the littoral zone.
(.*) so (.*?) that (.*),"There isnt enough light for photosynthesis in this zone, so most organisms here eat dead organisms that drift down from the water above.","There isnt enough light for photosynthesis in this zone,",most organisms here eat dead organisms,drift down from the water above.
(.*?)(?:by|through) (.*),"Water changes to a gas by three different processes called evaporation, sublimation, and transpiration.",Water changes to a gas ,"three different processes called evaporation, sublimation, and transpiration."
(.*) because of (.*),This also happens because of heat from the sun.,This also happens,heat from the sun.
(.*?)(?:by|through) (.*),Transpiration takes place when plants release water vapor through pores in their leaves called stomata.,Transpiration takes place when plants release water vapor ,pores in their leaves called stomata.
(.*?)(?:by|through) (.*),"However, individual water molecules keep moving through the water cycle.","However, individual water molecules keep moving ",the water cycle.
(.*?) as (.*),Many processes are involved as water changes state to move through the cycle.,Many processes are involved,water changes state to move through the cycle.
(.*?) for (.*),Watch this video for an excellent visual introduction to the water cycle:  .,Watch this video,an excellent visual introduction to the water cycle:  .
(.*?) for (.*),Photosynthesis by plants and other producers removes carbon dioxide from the atmosphere to make organic compounds for living things.,Photosynthesis by plants and other producers removes carbon dioxide from the atmosphere to make organic compounds,living things.
(.*?) as (.*),Cellular respiration by living things releases carbon into the atmosphere or ocean as carbon dioxide.,Cellular respiration by living things releases carbon into the atmosphere or ocean,carbon dioxide.
(.*?)(?:by|through) (.*),The chemical elements and water that are needed by living things keep recycling on Earth.,The chemical elements and water that are needed ,living things keep recycling on Earth.
(.*?)(?:by|through) (.*),They pass back and forth through biotic and abiotic components of ecosystems.,They pass back and forth ,biotic and abiotic components of ecosystems.
(.*?) why (.*),Thats why their cycles are called biogeochemical cycles.,Thats,their cycles are called biogeochemical cycles.
(.*?) for (.*),Elements or water may be held for various periods of time in different parts of a biogeochemical cycle.,Elements or water may be held,various periods of time in different parts of a biogeochemical cycle.
(.*?) for (.*),An exchange pool is part of a cycle that holds a substance for a short period of time.,An exchange pool is part of a cycle that holds a substance,a short period of time.
(.*?) for (.*),"For example, the atmosphere is an exchange pool for water.","For example, the atmosphere is an exchange pool",water.
(.*?) for (.*),It usually holds water (as water vapor) for just a few days.,It usually holds water (as water vapor),just a few days.
(.*?) for (.*),A reservoir is part of a cycle that holds a substance for a long period of time.,A reservoir is part of a cycle that holds a substance,a long period of time.
(.*?) for (.*),"For example, the ocean is a reservoir for water.","For example, the ocean is a reservoir",water.
(.*?) for (.*),It may hold water for thousands of years.,It may hold water,thousands of years.
(.*?) as (.*),"If the droplets get big enough, they fall as precipitation.","If the droplets get big enough, they fall",precipitation.
(.*?) for (.*),These masses of ice can store frozen water for hundreds of years or even longer.,These masses of ice can store frozen water,hundreds of years or even longer.
(.*?) as (.*),Groundwater may seep out of the ground at a spring or into a body of water such as the ocean.,Groundwater may seep out of the ground at a spring or into a body of water such,the ocean.
(.*?)(?:by|through) (.*),Some groundwater is taken up by plant roots.,Some groundwater is taken up ,plant roots.
(.*?) for (.*),Water may be stored in an aquifer for thousands of years.,Water may be stored in an aquifer,thousands of years.
(.*?)(?:by|through) (.*),"Like water, carbon is constantly recycled through the biotic and abiotic factors of ecosystems.","Like water, carbon is constantly recycled ",the biotic and abiotic factors of ecosystems.
(.*?) for (.*),Carbon can be stored in these reservoirs for millions of years.,Carbon can be stored in these reservoirs,millions of years.
(.*?) as (.*),"However, if fossil fuels are extracted and burned, the stored carbon enters the atmosphere as carbon dioxide.","However, if fossil fuels are extracted and burned, the stored carbon enters the atmosphere",carbon dioxide.
(.*?) as (.*),"Natural processes, such as volcanic eruptions, can also release underground carbon from rocks into the atmosphere.","Natural processes, such","volcanic eruptions, can also release underground carbon from rocks into the atmosphere."
(.*?)(?:by|through) (.*),"Water erosion by runoff, rivers, and streams dissolves carbon in rocks and carries it to the ocean.",Water erosion ,"runoff, rivers, and streams dissolves carbon in rocks and carries it to the ocean."
(.*?) for (.*),Dissolved carbon may be stored in the deep ocean for thousands of years.,Dissolved carbon may be stored in the deep ocean,thousands of years.
(.*?) as (.*),It is needed to form both proteins and nucleic acids such as DNA.,It is needed to form both proteins and nucleic acids such,DNA.
(.*?)(?:by|through) (.*),Animals get nitrogen by eating plants or other organisms that eat plants.,Animals get nitrogen ,eating plants or other organisms that eat plants.
(.*?)(?:by|through) (.*),Plants absorb nitrates through their roots.,Plants absorb nitrates ,their roots.
(.*?)(?:by|through) (.*),Most of the nitrates are produced by bacteria that live in soil or in the roots of plants called legumes.,Most of the nitrates are produced ,bacteria that live in soil or in the roots of plants called legumes.
(.*?) as (.*),"When organisms die and decompose, their nitrogen is returned to the soil as ammonium ions.","When organisms die and decompose, their nitrogen is returned to the soil",ammonium ions.
(.*?)(?:by|through) (.*),The other ammonium ions are changed into nitrogen gas by denitrifying bacteria.,The other ammonium ions are changed into nitrogen gas ,denitrifying bacteria.
(.*?) as (.*),Ranching and using chemicals such as fertilizers also cause outdoor air pollution.,Ranching and using chemicals such,fertilizers also cause outdoor air pollution.
(.*?) as (.*),"Erosion of soil in farm fields, mining activities, and construction sites adds dust particles to the air as well.","Erosion of soil in farm fields, mining activities, and construction sites adds dust particles to the air",well.
(.*?)(?:by|through) (.*),You may be able to avoid some of the health effects of outdoor air pollution by staying indoors on high-pollution days.,You may be able to avoid some of the health effects of outdoor air pollution ,staying indoors on high-pollution days.
(.*?) as (.*),"However, some indoor air is just as polluted as outdoor air.","However, some indoor air is just",polluted as outdoor air.
(.*?)(?:by|through) (.*),Another major problem caused by air pollution is global climate change.,Another major problem caused ,air pollution is global climate change.
(.*?) as (.*),Gases such as carbon dioxide from the burning of fossil fuels increase the greenhouse effect and raise Earths temperature.,Gases such,carbon dioxide from the burning of fossil fuels increase the greenhouse effect and raise Earths temperature.
(.*) due to (.*),The rise in greenhouse gases due to human actions is too much of a good thing.,The rise in greenhouse gases,human actions is too much of a good thing.
(.*?) as (.*),"so it is as free as possible from dust, mold, and pet dander.",so it is,"free as possible from dust, mold, and pet dander."
(.*?) as (.*),"choosing indoor furniture, flooring, and paints that are low in toxic compounds such as VOCs (volatile organic compounds).","choosing indoor furniture, flooring, and paints that are low in toxic compounds such",VOCs (volatile organic compounds).
(.*?)(?:by|through) (.*),It may be released by faulty or poorly vented furnaces or other fuel-burning appliances.,It may be released ,faulty or poorly vented furnaces or other fuel-burning appliances.
(.*?) as (.*),"Indoor furniture, carpets, and paints may release toxic compounds into the air as well.","Indoor furniture, carpets, and paints may release toxic compounds into the air",well.
(.*?)(?:by|through) (.*),An example of point-source pollution is the release of pollution into a body of water through a pipe from a factory or sewage treatment plant.,An example of point-source pollution is the release of pollution into a body of water ,a pipe from a factory or sewage treatment plant.
(.*?) as (.*),"Waste water from a factory might contain dangerous chemicals such as strong acids, mercury, or lead.",Waste water from a factory might contain dangerous chemicals such,"strong acids, mercury, or lead."
(.*?) for (.*),Such pollution can make water dangerous for drinking or other uses.,Such pollution can make water dangerous,drinking or other uses.
(.*?)(?:by|through) (.*),You can learn more about the problem of sewage contaminating the water in U.S. coastal communities by watching this video:  ,You can learn more about the problem of sewage contaminating the water in U.S. coastal communities ,watching this video:  
(.*?) as (.*),"Drinking sewage-contaminated water causes waterborne diseases, due to pathogens such as protozoa, viruses, or bacteria.","Drinking sewage-contaminated water causes waterborne diseases, due to pathogens such","protozoa, viruses, or bacteria."
(.*) because of (.*),Thermal pollution is a reduction in the quality of water because of an increase in water temperature.,Thermal pollution is a reduction in the quality of water,an increase in water temperature.
(.*?) as (.*),A common cause of thermal pollution is the use of water as a coolant by power plants and factories.,A common cause of thermal pollution is the use of water,a coolant by power plants and factories.
(.*?) so (.*),"Warm water cant hold as much dissolved oxygen as cool water, so an increase in the temperature of water decreases the amount of oxygen it contains.","Warm water cant hold as much dissolved oxygen as cool water,",an increase in the temperature of water decreases the amount of oxygen it contains.
(.*?)(?:by|through) (.*),may be killed by the change in water temperature.,may be killed ,the change in water temperature.
(.*) so that (.*),Their decomposition uses up oxygen in the water so that the water becomes hypoxic (without oxygen).,Their decomposition uses up oxygen in the water,the water becomes hypoxic (without oxygen).
(.*?)(?:by|through) (.*),Nutrients carried into the Gulf by the Mississippi River caused this dead zone.,Nutrients carried into the Gulf ,the Mississippi River caused this dead zone.
(.*?) as (.*),"Wetlands are habitats such as swamps, marshes, and bogs where the ground is soggy or covered with water much of the year.",Wetlands are habitats such,"swamps, marshes, and bogs where the ground is soggy or covered with water much of the year."
(.*?) for (.*),Wetlands also provide breeding grounds for many different species of organisms.,Wetlands also provide breeding grounds,many different species of organisms.
(.*) result(.*?)is (.*),"As a result, ocean water is also dissolving more carbon dioxide.",As a,", ocean water ",also dissolving more carbon dioxide.
(.*?) for (.*),It may make it more difficult for other aquatic organisms to reproduce.,It may make it more difficult,other aquatic organisms to reproduce.
(.*?) for (.*),Climate change also affects the quality of ocean water for living things.,Climate change also affects the quality of ocean water,living things.
(.*?) for (.*),"Some organisms may swallow plastic bags, for example, and others may be strangled by plastic six-pack rings.","Some organisms may swallow plastic bags,","example, and others may be strangled by plastic six-pack rings."
(.*?) for (.*),They may make the water unfit for human consumption or recreation.,They may make the water unfit,human consumption or recreation.
(.*?) as (.*),"Runoff dissolves fertilizer as it flows over farm fields, lawns, and golf courses.",Runoff dissolves fertilizer,"it flows over farm fields, lawns, and golf courses."
(.*?) why (.*),Thats why this type of water pollution is called nonpoint-source pollution.,Thats,this type of water pollution is called nonpoint-source pollution.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),"Recycling means taking a used item, breaking it down, and reusing the components.",Recycling,"taking a used item, breaking it down, and reusing the components."
(.*?)(?:by|through) (.*),You can learn how some of these materials are recycled by watching this video:  .,You can learn how some of these materials are recycled ,watching this video:  .
(.*?) if (.*),Encourage your family to recycle if they dont already.,Encourage your family to recycle,they dont already.
(.*?) for (.*),"Even if you dont have curbside recycling where you live, there are likely to be recycling drop boxes or centers available for recycling many items.","Even if you dont have curbside recycling where you live, there are likely to be recycling drop boxes or centers available",recycling many items.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),Reusing means to use an item again rather than throwing it away and replacing it.,Reusing,to use an item again rather than throwing it away and replacing it.
(.*?) for (.*),Items can be reused for the same purpose or for a different purpose.,Items can be reused,the same purpose or for a different purpose.
(.*?) so (.*),"Generally, it takes less energy to reuse an item than to recycle it, so choose this option over recycling when you can.","Generally, it takes less energy to reuse an item than to recycle it,",choose this option over recycling when you can.
(.*?) for (.*),Here are some specific tips for reusing natural resources: Consider mending or repairing worn or broken items rather than throwing them out and replacing them.,Here are some specific tips,reusing natural resources: Consider mending or repairing worn or broken items rather than throwing them out and replacing them.
(.*?) as (.*),Youll save money as well as natural resources.,Youll save money,well as natural resources.
(.*?) for (.*),"Instead of getting new plastic or paper bags for your purchases each time you shop, take your own reusable bag to the store each time.",Instead of getting new plastic or paper bags,"your purchases each time you shop, take your own reusable bag to the store each time."
(.*?) for (.*),"For example, unwrap gifts carefully and youll be able to reuse the gift wrap on a package for someone else.","For example, unwrap gifts carefully and youll be able to reuse the gift wrap on a package",someone else.
(.*?) for (.*),Its great for notes and shopping lists.,Its great,notes and shopping lists.
